lsoa21cd,msoa21cd,ltla21cd,rgn21cd,lng,lat,population
E01025772,E02005370,E07000131,E12000004,-1.221,52.5227,2264
E01025773,E02005370,E07000131,E12000004,-1.2126,52.5236,1575
E01025774,E02005370,E07000131,E12000004,-1.2163,52.5287,1672
E01025775,E02005370,E07000131,E12000004,-1.233,52.5333,2201
E01025776,E02005370,E07000131,E12000004,-1.2315,52.5368,1940
E01025777,E02005372,E07000131,E12000004,-1.2036,52.5092,2342
E01025778,E02005371,E07000131,E12000004,-1.045,52.5324,1986
E01025779,E02005371,E07000131,E12000004,-1.0434,52.5327,1466
E01025780,E02005371,E07000131,E12000004,-1.0501,52.5397,1472
E01025781,E02005369,E07000131,E12000004,-1.0411,52.5769,1721
E01025782,E02005369,E07000131,E12000004,-1.03,52.5763,1378
E01025783,E02005369,E07000131,E12000004,-1.0242,52.5797,2360
E01025784,E02005371,E07000131,E12000004,-0.9382,52.533,1406
E01025786,E02005369,E07000131,E12000004,-0.9961,52.5402,2286
E01025787,E02005369,E07000131,E12000004,-0.9964,52.5359,1656
E01025788,E02005371,E07000131,E12000004,-0.9954,52.5036,1321
E01025789,E02005373,E07000131,E12000004,-0.9622,52.4878,2031
E01025790,E02005376,E07000131,E12000004,-1.2156,52.4584,2546
E01025791,E02005376,E07000131,E12000004,-1.2135,52.4537,2921
E01025792,E02005376,E07000131,E12000004,-1.2002,52.4561,2158
E01025794,E02005373,E07000131,E12000004,-0.927,52.488,1829
E01025795,E02005374,E07000131,E12000004,-0.9217,52.4824,1804
E01025796,E02005374,E07000131,E12000004,-0.9148,52.482,1976
E01025797,E02005373,E07000131,E12000004,-0.9072,52.49,2173
E01025798,E02005375,E07000131,E12000004,-0.9111,52.4734,2336
E01025799,E02005375,E07000131,E12000004,-0.8994,52.4777,2283
E01025800,E02005375,E07000131,E12000004,-0.9062,52.4766,1399
E01025801,E02005374,E07000131,E12000004,-0.9275,52.4782,1208
E01025802,E02005373,E07000131,E12000004,-0.9324,52.4815,1344
E01025803,E02005373,E07000131,E12000004,-0.9375,52.4772,1772
E01025804,E02005375,E07000131,E12000004,-0.9243,52.4683,1978
E01025806,E02005374,E07000131,E12000004,-0.9234,52.4735,1564
E01025807,E02005375,E07000131,E12000004,-0.9184,52.4716,1385
E01025808,E02005372,E07000131,E12000004,-1.1669,52.4494,2982
E01025809,E02005368,E07000131,E12000004,-0.7984,52.5378,2378
E01025810,E02005372,E07000131,E12000004,-1.1155,52.5041,2351
E01025812,E02006816,E07000131,E12000004,-1.0468,52.6308,1747
E01025813,E02006816,E07000131,E12000004,-1.0378,52.6326,2095
E01025814,E02006816,E07000131,E12000004,-0.999,52.6261,1735
E01025815,E02005368,E07000131,E12000004,-0.9035,52.6406,2197
E01025816,E02005372,E07000131,E12000004,-1.255,52.4854,2557
E01025817,E02005384,E07000132,E12000004,-1.4099,52.5716,2253
E01025818,E02005384,E07000132,E12000004,-1.4419,52.5575,1509
E01025819,E02005380,E07000132,E12000004,-1.3712,52.6485,1682
E01025820,E02005380,E07000132,E12000004,-1.3733,52.6462,1577
E01025821,E02005383,E07000132,E12000004,-1.3471,52.5684,1732
E01025822,E02005383,E07000132,E12000004,-1.3374,52.5714,1507
E01025823,E02005383,E07000132,E12000004,-1.3447,52.5739,1627
E01025824,E02005383,E07000132,E12000004,-1.3432,52.5655,1485
E01025825,E02005383,E07000132,E12000004,-1.3517,52.5672,1415
E01025826,E02005383,E07000132,E12000004,-1.3382,52.5758,1385
E01025827,E02005389,E07000132,E12000004,-1.3602,52.5351,1419
E01025828,E02005389,E07000132,E12000004,-1.3473,52.536,1513
E01025829,E02005389,E07000132,E12000004,-1.3675,52.5325,1551
E01025830,E02005389,E07000132,E12000004,-1.3498,52.5315,1566
E01025831,E02005390,E07000132,E12000004,-1.3636,52.5274,1247
E01025832,E02005390,E07000132,E12000004,-1.3684,52.5214,1937
E01025833,E02005390,E07000132,E12000004,-1.3481,52.5255,2054
E01025834,E02005390,E07000132,E12000004,-1.3593,52.5246,1534
E01025835,E02005390,E07000132,E12000004,-1.3746,52.53,2514
E01025836,E02005390,E07000132,E12000004,-1.3577,52.5298,1173
E01025837,E02005380,E07000132,E12000004,-1.4219,52.6392,2174
E01025838,E02005380,E07000132,E12000004,-1.4035,52.6233,1510
E01025839,E02005382,E07000132,E12000004,-1.3171,52.5724,1649
E01025840,E02005382,E07000132,E12000004,-1.3267,52.5729,1675
E01025841,E02005382,E07000132,E12000004,-1.3208,52.5687,1906
E01025842,E02005382,E07000132,E12000004,-1.3023,52.5774,1968
E01025843,E02005382,E07000132,E12000004,-1.3152,52.5774,1804
E01025844,E02005382,E07000132,E12000004,-1.3095,52.5761,1628
E01025845,E02005379,E07000132,E12000004,-1.2289,52.6585,1486
E01025846,E02005378,E07000132,E12000004,-1.2183,52.6607,2093
E01025847,E02005378,E07000132,E12000004,-1.224,52.655,1658
E01025848,E02005378,E07000132,E12000004,-1.2324,52.6628,1573
E01025849,E02005388,E07000132,E12000004,-1.378,52.537,2178
E01025850,E02005386,E07000132,E12000004,-1.3637,52.539,1500
E01025851,E02005388,E07000132,E12000004,-1.3801,52.5432,1359
E01025852,E02005386,E07000132,E12000004,-1.3704,52.5415,1992
E01025854,E02005387,E07000132,E12000004,-1.3944,52.5444,2191
E01025855,E02005387,E07000132,E12000004,-1.3934,52.54,1404
E01025856,E02005388,E07000132,E12000004,-1.3875,52.5359,1271
E01025857,E02005388,E07000132,E12000004,-1.3916,52.5358,1421
E01025858,E02005386,E07000132,E12000004,-1.368,52.5452,2185
E01025859,E02005385,E07000132,E12000004,-1.3576,52.5435,1580
E01025860,E02005385,E07000132,E12000004,-1.3638,52.557,1365
E01025861,E02005385,E07000132,E12000004,-1.3688,52.5542,1788
E01025862,E02005385,E07000132,E12000004,-1.3559,52.5511,1908
E01025863,E02005386,E07000132,E12000004,-1.3705,52.5514,1694
E01025864,E02005384,E07000132,E12000004,-1.3887,52.5529,2274
E01025865,E02005386,E07000132,E12000004,-1.3761,52.5486,1745
E01025866,E02005387,E07000132,E12000004,-1.3892,52.5494,1880
E01025867,E02005387,E07000132,E12000004,-1.3877,52.5463,1446
E01025868,E02005377,E07000132,E12000004,-1.2787,52.686,1409
E01025869,E02005377,E07000132,E12000004,-1.2725,52.6857,1433
E01025870,E02005377,E07000132,E12000004,-1.2696,52.6819,1675
E01025871,E02005377,E07000132,E12000004,-1.309,52.69,1518
E01025872,E02005381,E07000132,E12000004,-1.3407,52.6282,1452
E01025873,E02005381,E07000132,E12000004,-1.3267,52.6041,1553
E01025874,E02005381,E07000132,E12000004,-1.3014,52.6241,2090
E01025875,E02005381,E07000132,E12000004,-1.3426,52.6326,1806
E01025876,E02005381,E07000132,E12000004,-1.289,52.627,1973
E01025877,E02005379,E07000132,E12000004,-1.2399,52.6454,1701
E01025879,E02005379,E07000132,E12000004,-1.247,52.6521,1206
E01025880,E02005379,E07000132,E12000004,-1.2377,52.6485,1672
E01025881,E02005384,E07000132,E12000004,-1.5159,52.574,1368
E01025882,E02005380,E07000132,E12000004,-1.5188,52.6149,1733
E01025883,E02005393,E07000133,E12000004,-0.9572,52.7638,1877
E01025884,E02005393,E07000133,E12000004,-0.9459,52.7659,1726
E01025885,E02005391,E07000133,E12000004,-0.7982,52.9412,1972
E01025886,E02005391,E07000133,E12000004,-0.8053,52.9421,1717
E01025887,E02005391,E07000133,E12000004,-0.7951,52.8521,1820
E01025888,E02005393,E07000133,E12000004,-0.9715,52.7526,1886
E01025889,E02005396,E07000133,E12000004,-0.9042,52.7221,1703
E01025890,E02005391,E07000133,E12000004,-0.899,52.8635,1341
E01025891,E02005391,E07000133,E12000004,-0.9197,52.8447,1236
E01025892,E02005391,E07000133,E12000004,-0.8491,52.8922,1636
E01025893,E02005395,E07000133,E12000004,-0.8724,52.7587,1925
E01025894,E02005395,E07000133,E12000004,-0.8813,52.7634,1613
E01025895,E02005395,E07000133,E12000004,-0.8941,52.752,1650
E01025896,E02005394,E07000133,E12000004,-0.8962,52.7556,1654
E01025897,E02005394,E07000133,E12000004,-0.8959,52.7602,2211
E01025898,E02005394,E07000133,E12000004,-0.9006,52.7676,1328
E01025899,E02005394,E07000133,E12000004,-0.8912,52.771,1312
E01025900,E02005394,E07000133,E12000004,-0.8984,52.7712,1480
E01025901,E02005392,E07000133,E12000004,-0.8841,52.7742,2028
E01025902,E02005392,E07000133,E12000004,-0.8726,52.7737,1566
E01025903,E02005392,E07000133,E12000004,-0.8767,52.7681,1788
E01025904,E02005392,E07000133,E12000004,-0.8996,52.7771,2236
E01025905,E02005394,E07000133,E12000004,-0.8916,52.7753,1638
E01025906,E02005392,E07000133,E12000004,-0.884,52.7787,1665
E01025907,E02005395,E07000133,E12000004,-0.8868,52.7521,1845
E01025908,E02005395,E07000133,E12000004,-0.8819,52.755,1790
E01025909,E02005393,E07000133,E12000004,-0.9767,52.8148,1943
E01025910,E02005396,E07000133,E12000004,-0.8535,52.6873,1812
E01025911,E02005396,E07000133,E12000004,-0.8148,52.8141,1793
E01025912,E02005396,E07000133,E12000004,-0.7413,52.7628,1563
E01025913,E02005408,E07000134,E12000004,-1.5297,52.6852,2470
E01025914,E02005402,E07000134,E12000004,-1.4635,52.7408,1289
E01025915,E02005399,E07000134,E12000004,-1.4664,52.7436,1184
E01025916,E02005399,E07000134,E12000004,-1.48,52.7509,1731
E01025918,E02005399,E07000134,E12000004,-1.4758,52.7527,1678
E01025919,E02005402,E07000134,E12000004,-1.4828,52.7409,1506
E01025920,E02005402,E07000134,E12000004,-1.4849,52.7486,1983
E01025921,E02005402,E07000134,E12000004,-1.4844,52.7442,2022
E01025923,E02005398,E07000134,E12000004,-1.3361,52.7872,1417
E01025924,E02005397,E07000134,E12000004,-1.3984,52.8025,1101
E01025926,E02005397,E07000134,E12000004,-1.3513,52.8426,2616
E01025927,E02005397,E07000134,E12000004,-1.3415,52.8378,1597
E01025928,E02005397,E07000134,E12000004,-1.3439,52.8438,1431
E01025929,E02005406,E07000134,E12000004,-1.3602,52.7234,1934
E01025930,E02005406,E07000134,E12000004,-1.3705,52.7232,1832
E01025931,E02005406,E07000134,E12000004,-1.3699,52.7189,1930
E01025932,E02005405,E07000134,E12000004,-1.3377,52.7195,1521
E01025933,E02005405,E07000134,E12000004,-1.3298,52.7213,1328
E01025934,E02005405,E07000134,E12000004,-1.3263,52.7249,1964
E01025935,E02005405,E07000134,E12000004,-1.3347,52.727,1164
E01025936,E02005405,E07000134,E12000004,-1.3425,52.7242,1224
E01025937,E02005407,E07000134,E12000004,-1.3685,52.7113,2325
E01025938,E02005409,E07000134,E12000004,-1.3764,52.7054,1202
E01025939,E02005409,E07000134,E12000004,-1.363,52.6963,2151
E01025940,E02005409,E07000134,E12000004,-1.3944,52.6892,2014
E01025941,E02005409,E07000134,E12000004,-1.4173,52.6909,1988
E01025942,E02005409,E07000134,E12000004,-1.4038,52.6933,2832
E01025943,E02005409,E07000134,E12000004,-1.3998,52.6888,1816
E01025944,E02005398,E07000134,E12000004,-1.2901,52.8081,1704
E01025945,E02005398,E07000134,E12000004,-1.2841,52.8349,1725
E01025946,E02005398,E07000134,E12000004,-1.2789,52.8382,2019
E01025947,E02005408,E07000134,E12000004,-1.5086,52.7011,2070
E01025948,E02005408,E07000134,E12000004,-1.5078,52.7092,1731
E01025949,E02005408,E07000134,E12000004,-1.5118,52.7037,1570
E01025950,E02005404,E07000134,E12000004,-1.537,52.7561,2143
E01025951,E02005404,E07000134,E12000004,-1.5314,52.7374,2045
E01025952,E02005404,E07000134,E12000004,-1.5151,52.7581,1650
E01025953,E02005404,E07000134,E12000004,-1.5272,52.7222,1362
E01025954,E02005404,E07000134,E12000004,-1.5376,52.7232,1523
E01025955,E02005401,E07000134,E12000004,-1.4328,52.7204,1895
E01025956,E02005401,E07000134,E12000004,-1.4027,52.7205,1285
E01025957,E02005406,E07000134,E12000004,-1.3755,52.7209,2208
E01025958,E02005407,E07000134,E12000004,-1.3911,52.7274,2202
E01025959,E02005407,E07000134,E12000004,-1.3783,52.7142,2579
E01025960,E02005400,E07000134,E12000004,-1.3684,52.7522,1443
E01025961,E02005400,E07000134,E12000004,-1.3664,52.7436,1419
E01025962,E02005400,E07000134,E12000004,-1.3659,52.7554,1702
E01025963,E02005401,E07000134,E12000004,-1.3964,52.775,1648
E01025964,E02005401,E07000134,E12000004,-1.4038,52.7535,1639
E01025965,E02005400,E07000134,E12000004,-1.3873,52.7417,1270
E01025966,E02005403,E07000134,E12000004,-1.3515,52.7377,1474
E01025967,E02005403,E07000134,E12000004,-1.3462,52.7319,1553
E01025968,E02005403,E07000134,E12000004,-1.3557,52.7432,1827
E01025969,E02005403,E07000134,E12000004,-1.3613,52.7381,1703
E01025970,E02005412,E07000135,E12000004,-1.0666,52.588,1735
E01025971,E02005412,E07000135,E12000004,-1.0726,52.5922,1209
E01025972,E02005412,E07000135,E12000004,-1.0794,52.5898,1328
E01025973,E02006966,E07000135,E12000004,-1.0862,52.6111,2590
E01025974,E02006966,E07000135,E12000004,-1.0838,52.6042,2042
E01025975,E02006966,E07000135,E12000004,-1.0752,52.6044,1420
E01025976,E02005412,E07000135,E12000004,-1.0852,52.5962,1365
E01025977,E02005412,E07000135,E12000004,-1.0888,52.601,1534
E01025978,E02005412,E07000135,E12000004,-1.0775,52.596,1652
E01025979,E02006967,E07000135,E12000004,-1.0718,52.5978,1418
E01025980,E02006966,E07000135,E12000004,-1.0647,52.6018,1391
E01025981,E02006967,E07000135,E12000004,-1.0639,52.5987,1713
E01025982,E02006967,E07000135,E12000004,-1.0554,52.5928,1969
E01025983,E02006967,E07000135,E12000004,-1.0641,52.5942,1255
E01025984,E02006967,E07000135,E12000004,-1.059,52.5894,1410
E01025985,E02005415,E07000135,E12000004,-1.1321,52.588,1244
E01025986,E02005415,E07000135,E12000004,-1.1362,52.5852,1534
E01025987,E02005415,E07000135,E12000004,-1.1332,52.5812,1666
E01025988,E02005415,E07000135,E12000004,-1.1256,52.577,1898
E01025989,E02005415,E07000135,E12000004,-1.1336,52.5771,1773
E01025990,E02005416,E07000135,E12000004,-1.1129,52.5774,1306
E01025991,E02005416,E07000135,E12000004,-1.1073,52.5734,1408
E01025992,E02005414,E07000135,E12000004,-1.1086,52.5827,1741
E01025993,E02005416,E07000135,E12000004,-1.1059,52.5786,1419
E01025994,E02005414,E07000135,E12000004,-1.1184,52.5841,1739
E01025995,E02006818,E07000135,E12000004,-1.121,52.5945,1537
E01025997,E02005414,E07000135,E12000004,-1.119,52.5889,1587
E01025998,E02005416,E07000135,E12000004,-1.096,52.5754,2239
E01025999,E02005414,E07000135,E12000004,-1.0992,52.5849,1470
E01026000,E02005416,E07000135,E12000004,-1.0919,52.584,1220
E01026001,E02005416,E07000135,E12000004,-1.0986,52.5806,1376
E01026003,E02006818,E07000135,E12000004,-1.1011,52.5908,1630
E01026004,E02006818,E07000135,E12000004,-1.0945,52.5891,1777
E01026005,E02005414,E07000135,E12000004,-1.1095,52.589,1696
E01026007,E02005417,E07000136,E12000004,0.0663,52.9836,1117
E01026008,E02005417,E07000136,E12000004,0.0498,52.9755,1605
E01026009,E02005417,E07000136,E12000004,0.0828,53.0049,1223
E01026010,E02005418,E07000136,E12000004,-0.0437,52.9862,1839
E01026012,E02005420,E07000136,E12000004,0.0091,52.9759,1141
E01026013,E02006864,E07000136,E12000004,0.0013,52.979,1449
E01026014,E02006864,E07000136,E12000004,0.0146,52.9643,1944
E01026015,E02005420,E07000136,E12000004,0.0002,52.9719,1676
E01026016,E02005422,E07000136,E12000004,-0.1209,52.9092,2439
E01026017,E02005423,E07000136,E12000004,-0.078,52.8952,1637
E01026018,E02005423,E07000136,E12000004,-0.0651,52.9457,1714
E01026019,E02005423,E07000136,E12000004,-0.055,52.9283,2808
E01026020,E02005423,E07000136,E12000004,-0.0605,52.9306,2910
E01026021,E02005419,E07000136,E12000004,-0.0158,52.9866,1778
E01026022,E02006864,E07000136,E12000004,-0.0088,52.9849,2305
E01026023,E02005417,E07000136,E12000004,0.1291,53.0401,1375
E01026024,E02005417,E07000136,E12000004,0.0945,53.0341,2240
E01026025,E02005419,E07000136,E12000004,-0.0189,52.9758,2410
E01026026,E02005420,E07000136,E12000004,-0.0083,52.9739,2280
E01026027,E02005420,E07000136,E12000004,-0.0084,52.9699,1872
E01026028,E02005420,E07000136,E12000004,-0.0113,52.9789,1889
E01026030,E02005418,E07000136,E12000004,-0.0347,52.9741,2612
E01026031,E02006865,E07000136,E12000004,-0.041,52.9729,1641
E01026032,E02005418,E07000136,E12000004,-0.0379,52.9796,1948
E01026033,E02005422,E07000136,E12000004,-0.1655,52.9581,2389
E01026034,E02005422,E07000136,E12000004,-0.1558,52.9451,1862
E01026035,E02006865,E07000136,E12000004,-0.0515,52.9752,2517
E01026036,E02005419,E07000136,E12000004,-0.0229,52.9832,1584
E01026037,E02005418,E07000136,E12000004,-0.0295,52.9843,1594
E01026038,E02006864,E07000136,E12000004,-0.0332,52.9893,1439
E01026039,E02006865,E07000136,E12000004,-0.0447,52.9573,1194
E01026040,E02006864,E07000136,E12000004,-0.0332,52.957,1709
E01026041,E02005423,E07000136,E12000004,-0.0403,52.9503,1382
E01026042,E02005431,E07000137,E12000004,0.1769,53.2596,1743
E01026043,E02005431,E07000137,E12000004,0.1748,53.2571,1811
E01026044,E02005431,E07000137,E12000004,0.2316,53.2655,1373
E01026045,E02005424,E07000137,E12000004,-0.1235,53.4214,1881
E01026046,E02005436,E07000137,E12000004,0.2476,53.1614,1337
E01026047,E02005436,E07000137,E12000004,0.241,53.1591,1265
E01026048,E02005433,E07000137,E12000004,0.3351,53.2219,1598
E01026049,E02005433,E07000137,E12000004,0.3013,53.2267,1551
E01026050,E02005433,E07000137,E12000004,0.3309,53.2264,1591
E01026051,E02005439,E07000137,E12000004,-0.1646,53.1078,1390
E01026052,E02005439,E07000137,E12000004,-0.1703,53.0991,2504
E01026053,E02005439,E07000137,E12000004,-0.186,53.108,1996
E01026054,E02005439,E07000137,E12000004,-0.1827,53.1063,1615
E01026055,E02005436,E07000137,E12000004,0.1741,53.1528,1139
E01026056,E02005440,E07000137,E12000004,0.245,53.1215,1274
E01026057,E02005441,E07000137,E12000004,-0.0613,53.0431,1955
E01026058,E02005425,E07000137,E12000004,0.092,53.3669,2311
E01026059,E02005436,E07000137,E12000004,0.0974,53.1515,1206
E01026060,E02005432,E07000137,E12000004,0.0364,53.1496,1293
E01026061,E02005424,E07000137,E12000004,-0.0534,53.5039,1120
E01026062,E02005424,E07000137,E12000004,-0.0593,53.5022,1149
E01026063,E02005424,E07000137,E12000004,-0.0645,53.5086,1554
E01026064,E02005434,E07000137,E12000004,-0.1098,53.2014,1656
E01026065,E02005434,E07000137,E12000004,-0.1068,53.2094,1922
E01026066,E02005434,E07000137,E12000004,-0.1265,53.2106,2082
E01026067,E02005434,E07000137,E12000004,-0.1131,53.2076,1894
E01026068,E02005432,E07000137,E12000004,0.0921,53.1997,2102
E01026069,E02005433,E07000137,E12000004,0.3337,53.1935,2268
E01026070,E02005432,E07000137,E12000004,0.0298,53.3422,2196
E01026071,E02005430,E07000137,E12000004,-0.1505,53.3282,2101
E01026072,E02005428,E07000137,E12000004,0.2531,53.3402,2330
E01026073,E02005428,E07000137,E12000004,0.2618,53.3387,1934
E01026074,E02005428,E07000137,E12000004,0.2533,53.3482,2161
E01026075,E02005441,E07000137,E12000004,-0.0915,53.1296,2182
E01026076,E02005425,E07000137,E12000004,0.0588,53.4541,2265
E01026077,E02005426,E07000137,E12000004,-0.0099,53.3736,1524
E01026078,E02005426,E07000137,E12000004,-0.006,53.373,1091
E01026079,E02005425,E07000137,E12000004,0.1383,53.4474,1939
E01026080,E02005424,E07000137,E12000004,-0.0525,53.4654,1974
E01026081,E02005427,E07000137,E12000004,0.0011,53.3654,2329
E01026082,E02005430,E07000137,E12000004,-0.208,53.1976,2364
E01026083,E02005438,E07000137,E12000004,0.3236,53.152,1767
E01026084,E02005435,E07000137,E12000004,0.3304,53.1527,1585
E01026087,E02005426,E07000137,E12000004,0.0051,53.3775,1492
E01026088,E02005426,E07000137,E12000004,0.0093,53.3746,1396
E01026089,E02005427,E07000137,E12000004,-0.0043,53.3621,2004
E01026090,E02005426,E07000137,E12000004,0.0094,53.3623,1352
E01026091,E02005426,E07000137,E12000004,0.0108,53.3578,1149
E01026092,E02005437,E07000137,E12000004,0.3303,53.1444,1459
E01026093,E02005437,E07000137,E12000004,0.339,53.1444,1812
E01026094,E02005438,E07000137,E12000004,0.32,53.1491,2258
E01026095,E02005437,E07000137,E12000004,0.341,53.1358,1340
E01026096,E02005438,E07000137,E12000004,0.3349,53.1322,1506
E01026097,E02005438,E07000137,E12000004,0.3355,53.1388,1495
E01026098,E02005441,E07000137,E12000004,0.0166,53.0389,2033
E01026099,E02005428,E07000137,E12000004,0.1814,53.3846,2029
E01026100,E02005436,E07000137,E12000004,0.099,53.1719,1836
E01026101,E02005436,E07000137,E12000004,0.0917,53.1729,1389
E01026102,E02005441,E07000137,E12000004,0.0146,53.0949,2305
E01026103,E02005429,E07000137,E12000004,0.2787,53.3126,2019
E01026104,E02005429,E07000137,E12000004,0.2836,53.3039,2156
E01026105,E02005432,E07000137,E12000004,-0.0411,53.2347,2181
E01026106,E02005424,E07000137,E12000004,-0.021,53.4914,1219
E01026107,E02005424,E07000137,E12000004,0.0286,53.4928,1302
E01026108,E02005426,E07000137,E12000004,0.0142,53.3693,2475
E01026109,E02005429,E07000137,E12000004,0.268,53.3305,2069
E01026110,E02005440,E07000137,E12000004,0.23,53.1055,1476
E01026111,E02005440,E07000137,E12000004,0.1868,53.076,1554
E01026112,E02005440,E07000137,E12000004,0.2373,53.1063,1252
E01026113,E02005431,E07000137,E12000004,0.218,53.2162,1977
E01026114,E02005437,E07000137,E12000004,0.3423,53.1482,1632
E01026115,E02005435,E07000137,E12000004,0.3439,53.166,1695
E01026116,E02005435,E07000137,E12000004,0.3433,53.1553,1688
E01026117,E02005431,E07000137,E12000004,0.1545,53.3132,1936
E01026118,E02005439,E07000137,E12000004,-0.2276,53.1496,1826
E01026119,E02005439,E07000137,E12000004,-0.2038,53.1511,1120
E01026120,E02005439,E07000137,E12000004,-0.2183,53.1512,1496
E01026121,E02005430,E07000137,E12000004,-0.2991,53.2872,2592
E01026122,E02005445,E07000138,E12000004,-0.5315,53.2313,2129
E01026123,E02005445,E07000138,E12000004,-0.5085,53.2328,2580
E01026124,E02005445,E07000138,E12000004,-0.5214,53.2302,1814
E01026125,E02005444,E07000138,E12000004,-0.5195,53.2347,1495
E01026126,E02005445,E07000138,E12000004,-0.5279,53.2293,1940
E01026127,E02005448,E07000138,E12000004,-0.6069,53.2192,1425
E01026129,E02005448,E07000138,E12000004,-0.6112,53.217,1749
E01026130,E02005450,E07000138,E12000004,-0.5977,53.2252,1380
E01026131,E02005448,E07000138,E12000004,-0.6009,53.2197,1390
E01026132,E02005446,E07000138,E12000004,-0.5451,53.2261,3697
E01026134,E02005447,E07000138,E12000004,-0.5479,53.2158,2000
E01026135,E02005449,E07000138,E12000004,-0.5581,53.2142,1756
E01026136,E02005449,E07000138,E12000004,-0.5673,53.2142,1769
E01026137,E02005452,E07000138,E12000004,-0.5522,53.1939,1187
E01026138,E02005452,E07000138,E12000004,-0.5584,53.1915,1473
E01026139,E02005452,E07000138,E12000004,-0.5715,53.1945,1364
E01026140,E02005452,E07000138,E12000004,-0.5551,53.1889,1337
E01026141,E02005452,E07000138,E12000004,-0.5639,53.1988,1575
E01026142,E02005452,E07000138,E12000004,-0.5519,53.1988,1201
E01026144,E02005444,E07000138,E12000004,-0.5567,53.2336,2265
E01026145,E02005446,E07000138,E12000004,-0.5504,53.2357,1668
E01026146,E02005446,E07000138,E12000004,-0.5511,53.2319,2024
E01026147,E02005444,E07000138,E12000004,-0.5547,53.2439,2486
E01026148,E02005444,E07000138,E12000004,-0.5415,53.2386,1884
E01026149,E02005442,E07000138,E12000004,-0.5492,53.25,1704
E01026150,E02005442,E07000138,E12000004,-0.5422,53.2512,1765
E01026151,E02005444,E07000138,E12000004,-0.5429,53.2435,2101
E01026152,E02005445,E07000138,E12000004,-0.5167,53.2463,1554
E01026153,E02005443,E07000138,E12000004,-0.5055,53.2443,2561
E01026154,E02005445,E07000138,E12000004,-0.5164,53.2423,1406
E01026155,E02005443,E07000138,E12000004,-0.501,53.2473,1845
E01026156,E02005445,E07000138,E12000004,-0.5229,53.2435,1295
E01026157,E02005443,E07000138,E12000004,-0.5157,53.2494,1410
E01026158,E02005450,E07000138,E12000004,-0.5927,53.2168,1420
E01026159,E02005450,E07000138,E12000004,-0.5962,53.2167,1489
E01026160,E02005450,E07000138,E12000004,-0.6004,53.2115,1331
E01026161,E02005451,E07000138,E12000004,-0.5789,53.2116,1382
E01026162,E02005450,E07000138,E12000004,-0.5839,53.2084,1498
E01026163,E02005450,E07000138,E12000004,-0.6023,53.207,1313
E01026164,E02005444,E07000138,E12000004,-0.5316,53.244,1567
E01026165,E02005443,E07000138,E12000004,-0.5251,53.2507,1686
E01026166,E02005442,E07000138,E12000004,-0.5342,53.2486,1439
E01026167,E02005444,E07000138,E12000004,-0.5329,53.2368,1828
E01026168,E02005442,E07000138,E12000004,-0.5344,53.2524,1736
E01026169,E02005452,E07000138,E12000004,-0.5741,53.2025,1674
E01026170,E02005451,E07000138,E12000004,-0.5605,53.2037,1531
E01026171,E02005452,E07000138,E12000004,-0.5821,53.2003,1540
E01026172,E02005451,E07000138,E12000004,-0.5672,53.2094,1636
E01026173,E02005451,E07000138,E12000004,-0.5682,53.207,1665
E01026174,E02005449,E07000138,E12000004,-0.5484,53.2107,1516
E01026175,E02005451,E07000138,E12000004,-0.5509,53.2053,1838
E01026176,E02005447,E07000138,E12000004,-0.538,53.2228,2114
E01026177,E02005447,E07000138,E12000004,-0.539,53.2212,2228
E01026178,E02005447,E07000138,E12000004,-0.5423,53.2196,1972
E01026179,E02005460,E07000139,E12000004,-0.4349,53.0952,1327
E01026180,E02005459,E07000139,E12000004,-0.386,53.081,1447
E01026182,E02005455,E07000139,E12000004,-0.6379,53.1295,1510
E01026183,E02005459,E07000139,E12000004,-0.2812,53.0802,2776
E01026184,E02005456,E07000139,E12000004,-0.5343,53.1701,1962
E01026185,E02005456,E07000139,E12000004,-0.5425,53.1677,2223
E01026186,E02005453,E07000139,E12000004,-0.5358,53.1964,1670
E01026187,E02005453,E07000139,E12000004,-0.5272,53.1964,1918
E01026188,E02005456,E07000139,E12000004,-0.5329,53.19,2202
E01026189,E02005453,E07000139,E12000004,-0.4789,53.1974,1735
E01026190,E02005456,E07000139,E12000004,-0.4694,53.1945,1902
E01026191,E02005457,E07000139,E12000004,-0.4335,53.1882,1868
E01026192,E02005458,E07000139,E12000004,-0.6369,53.0772,1241
E01026193,E02005455,E07000139,E12000004,-0.6872,53.144,1609
E01026194,E02005458,E07000139,E12000004,-0.5223,53.107,2124
E01026195,E02005458,E07000139,E12000004,-0.5408,53.132,1895
E01026196,E02005458,E07000139,E12000004,-0.5592,53.0753,1476
E01026197,E02005460,E07000139,E12000004,-0.4642,53.0375,1468
E01026198,E02005460,E07000139,E12000004,-0.4948,53.0385,1590
E01026199,E02005455,E07000139,E12000004,-0.6865,53.1937,2588
E01026200,E02005464,E07000139,E12000004,-0.2956,52.9803,1721
E01026201,E02005464,E07000139,E12000004,-0.2979,52.9599,2062
E01026202,E02005464,E07000139,E12000004,-0.3016,52.9824,1913
E01026203,E02005453,E07000139,E12000004,-0.4809,53.2218,1951
E01026204,E02005453,E07000139,E12000004,-0.4614,53.2196,1595
E01026205,E02005457,E07000139,E12000004,-0.4544,53.2129,1693
E01026206,E02005453,E07000139,E12000004,-0.4625,53.2145,1852
