areacd,category,value
E01019459,Gross value added,8.002
E01019460,Gross value added,5.299
E01019461,Gross value added,31.556
E01019462,Gross value added,28.759
E01019463,Gross value added,10.09
E01019464,Gross value added,88.954
E01019465,Gross value added,5.081
E01019467,Gross value added,28.613
E01019468,Gross value added,185.731
E01019469,Gross value added,4.626
E01019470,Gross value added,9.152
E01019471,Gross value added,193.637
E01019472,Gross value added,67.408
E01019473,Gross value added,97.069
E01019474,Gross value added,4.416
E01019475,Gross value added,8.734
E01019476,Gross value added,23.061
E01019477,Gross value added,68.732
E01019478,Gross value added,247.019
E01019479,Gross value added,10.453
E01019480,Gross value added,17.298
E01019481,Gross value added,7.387
E01019482,Gross value added,4.674
E01019483,Gross value added,17.943
E01019484,Gross value added,10.631
E01019485,Gross value added,20.7
E01019486,Gross value added,5.525
E01019487,Gross value added,5.37
E01019488,Gross value added,7.578
E01019489,Gross value added,7.824
E01019490,Gross value added,3.028
E01019491,Gross value added,25.08
E01019492,Gross value added,3.668
E01019493,Gross value added,6.915
E01019494,Gross value added,44.028
E01019495,Gross value added,3.176
E01019496,Gross value added,12.5
E01019497,Gross value added,16.627
E01019498,Gross value added,11.665
E01019499,Gross value added,52.776
E01019500,Gross value added,165.56
E01019501,Gross value added,6.264
E01019502,Gross value added,5.141
E01019503,Gross value added,27.054
E01019504,Gross value added,5.691
E01019505,Gross value added,3.358
E01019506,Gross value added,7.316
E01019507,Gross value added,30.863
E01019508,Gross value added,12.354
E01019509,Gross value added,11.267
E01019510,Gross value added,5.843
E01019511,Gross value added,273.658
E01019512,Gross value added,3.166
E01019513,Gross value added,286.081
E01019514,Gross value added,4.322
E01019515,Gross value added,3.084
E01019516,Gross value added,28.112
E01019517,Gross value added,17.739
E01019518,Gross value added,328.332
E01019519,Gross value added,8.345
E01019520,Gross value added,58.869
E01019521,Gross value added,29.961
E01019522,Gross value added,15.63
E01019523,Gross value added,3.193
E01019524,Gross value added,10.996
E01019525,Gross value added,7.426
E01019526,Gross value added,8.987
E01019527,Gross value added,12.536
E01019528,Gross value added,7.537
E01019529,Gross value added,6.651
E01019530,Gross value added,5.874
E01019531,Gross value added,12.711
E01019532,Gross value added,5.238
E01019533,Gross value added,30.166
E01019534,Gross value added,48.097
E01019535,Gross value added,4.847
E01019536,Gross value added,8.196
E01019537,Gross value added,7.12
E01019538,Gross value added,178.141
E01019539,Gross value added,6.977
E01019540,Gross value added,5.703
E01019541,Gross value added,11.855
E01019542,Gross value added,115.677
E01019543,Gross value added,76.794
E01019544,Gross value added,43.167
E01019545,Gross value added,23.797
E01019546,Gross value added,7.25
E01019547,Gross value added,17.379
E01019548,Gross value added,161.319
E01019549,Gross value added,87.68
E01019550,Gross value added,9.296
E01019551,Gross value added,3.701
E01019552,Gross value added,9.718
E01019553,Gross value added,3.822
E01019554,Gross value added,20.334
E01019555,Gross value added,4.697
E01019556,Gross value added,61.058
E01019557,Gross value added,10.862
E01019558,Gross value added,3.721
E01019559,Gross value added,5.51
E01019560,Gross value added,5.362
E01019561,Gross value added,4.5
E01019562,Gross value added,6.202
E01019563,Gross value added,7.181
E01019564,Gross value added,30.763
E01019565,Gross value added,122.685
E01019566,Gross value added,39.475
E01019567,Gross value added,16.964
E01019568,Gross value added,2.208
E01019569,Gross value added,69.378
E01019570,Gross value added,11.052
E01019571,Gross value added,8.287
E01019572,Gross value added,19.261
E01019573,Gross value added,113.495
E01019574,Gross value added,120.392
E01019575,Gross value added,2.673
E01019576,Gross value added,18.078
E01019577,Gross value added,18.078
E01019578,Gross value added,3.198
E01019579,Gross value added,190.729
E01019580,Gross value added,8.157
E01019581,Gross value added,4.488
E01019582,Gross value added,5.327
E01019583,Gross value added,8.875
E01019585,Gross value added,161.319
E01019586,Gross value added,5.317
E01019587,Gross value added,7.608
E01019588,Gross value added,7.504
E01019589,Gross value added,51.83
E01019590,Gross value added,54.56
E01019591,Gross value added,21.591
E01019592,Gross value added,21.832
E01019593,Gross value added,4.916
E01019594,Gross value added,15.043
E01019595,Gross value added,32.676
E01019596,Gross value added,12.546
E01019597,Gross value added,156.278
E01019598,Gross value added,43.553
E01019599,Gross value added,41.17
E01019600,Gross value added,57.893
E01019601,Gross value added,12.947
E01019602,Gross value added,19.228
E01019603,Gross value added,39.207
E01019604,Gross value added,19.392
E01019605,Gross value added,58.421
E01019606,Gross value added,44.487
E01019607,Gross value added,46.118
E01019608,Gross value added,12.359
E01019609,Gross value added,30.576
